source_language	source_value	subject_id	predicate_id	translation_language	translation_value	translation_status	translator	translator_expertise	translation_date	comment
en	Abnormality of the ureter	HP:0000069	rdfs:label	ru	Аномалия мочеточника	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Ureterocele	HP:0000070	rdfs:label	ru	Уретероцеле	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Ureteral stenosis	HP:0000071	rdfs:label	ru	Стеноз мочеточника	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Hydroureter	HP:0000072	rdfs:label	ru	Гидроуретер	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Ureteral duplication	HP:0000073	rdfs:label	ru	Удвоение мочеточника	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Ureteropelvic junction obstruction	HP:0000074	rdfs:label	ru	Обтурация лоханочно-мочеточникового сегмента	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Renal duplication	HP:0000075	rdfs:label	ru	Удвоение почки	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Vesicoureteral reflux	HP:0000076	rdfs:label	ru	Пузырно-мочеточниковый рефлюкс	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Abnormality of the kidney	HP:0000077	rdfs:label	ru	Аномалии почек	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Abnormality of the genital system	HP:0000078	rdfs:label	ru	Аномалии половой системы	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Abnormality of the urinary system	HP:0000079	rdfs:label	ru	Аномалия мочевыводящей системы	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Abnormality of reproductive system physiology	HP:0000080	rdfs:label	ru	Аномалия физиологии репродуктивной системы	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Duplicated collecting system	HP:0000081	rdfs:label	ru	Удвоение собирательной системы	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Renal insufficiency	HP:0000083	rdfs:label	ru	Почечная недостаточность	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Horseshoe kidney	HP:0000085	rdfs:label	ru	Подковообразная почка	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Ectopic kidney	HP:0000086	rdfs:label	ru	Эктопическая почка	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Renal hypoplasia	HP:0000089	rdfs:label	ru	Гипоплазия почек	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Nephronophthisis	HP:0000090	rdfs:label	ru	Нефронофтиз	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Abnormal renal tubule morphology	HP:0000091	rdfs:label	ru	Аномалии почечных канальцев	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Renal tubular atrophy	HP:0000092	rdfs:label	ru	Тубулярная атрофия	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Proteinuria	HP:0000093	rdfs:label	ru	Протеинурия	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Abnormal renal glomerulus morphology	HP:0000095	rdfs:label	ru	Аномалия клубочков почек	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Glomerular sclerosis	HP:0000096	rdfs:label	ru	Гломерулосклероз	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Focal segmental glomerulosclerosis	HP:0000097	rdfs:label	ru	Сегментарный гломерулосклероз	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Tall stature	HP:0000098	rdfs:label	ru	Высокий рост	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Glomerulonephritis	HP:0000099	rdfs:label	ru	Гломерулонефрит	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Nephrotic syndrome	HP:0000100	rdfs:label	ru	Нефротический синдром	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Polyuria	HP:0000103	rdfs:label	ru	Полиурия	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Renal agenesis	HP:0000104	rdfs:label	ru	Агенезия почек	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Enlarged kidney	HP:0000105	rdfs:label	ru	Увеличенные почки	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Renal cyst	HP:0000107	rdfs:label	ru	Киста почки	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Renal corticomedullary cysts	HP:0000108	rdfs:label	ru	Кортикомедуллярные кисты почек	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Renal dysplasia	HP:0000110	rdfs:label	ru	Дисплазия почек	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Renal juxtaglomerular cell hypertrophy/hyperplasia	HP:0000111	rdfs:label	ru	Гипертрофия/гиперплазия юкстагломерулярных клеток почки	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Nephropathy	HP:0000112	rdfs:label	ru	Нефропатия	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Polycystic kidney dysplasia	HP:0000113	rdfs:label	ru	Поликистозная дисплазия почек	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Proximal tubulopathy	HP:0000114	rdfs:label	ru	Проксимальная тубулопатия	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Renal phosphate wasting	HP:0000117	rdfs:label	ru	Почечная потеря фосфатов	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Phenotypic abnormality	HP:0000118	rdfs:label	ru	Фенотипическая аномалия	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Abnormality of the genitourinary system	HP:0000119	rdfs:label	ru	Аномалии мочеполовой системы	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Nephrocalcinosis	HP:0000121	rdfs:label	ru	Нефрокальциноз	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Unilateral renal agenesis	HP:0000122	rdfs:label	ru	Односторонняя агенезия почек	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Nephritis	HP:0000123	rdfs:label	ru	Нефрит	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Renal tubular dysfunction	HP:0000124	rdfs:label	ru	Канальцевая дисфункция почек	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Pelvic kidney	HP:0000125	rdfs:label	ru	Тазовая почка	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Hydronephrosis	HP:0000126	rdfs:label	ru	Гидронефроз	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Renal salt wasting	HP:0000127	rdfs:label	ru	Почечная потеря солей	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Renal potassium wasting	HP:0000128	rdfs:label	ru	Потеря калия с мочой	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Abnormality of the uterus	HP:0000130	rdfs:label	ru	Аномалии матки	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Uterine leiomyoma	HP:0000131	rdfs:label	ru	Миома (лейомиома) матки	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Menorrhagia	HP:0000132	rdfs:label	ru	Меноррагия	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Gonadal dysgenesis	HP:0000133	rdfs:label	ru	Дисгенезия гонад	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Female hypogonadism	HP:0000134	rdfs:label	ru	Женский гипогонадизм	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Hypogonadism	HP:0000135	rdfs:label	ru	Гипогонадизм	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Bifid uterus	HP:0000136	rdfs:label	ru	Раздвоение (удвоение с сохранением перемычки в области шейки) матки	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Abnormality of the ovary	HP:0000137	rdfs:label	ru	Аномалии яичников	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Ovarian cyst	HP:0000138	rdfs:label	ru	Киста яичника	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Uterine prolapse	HP:0000139	rdfs:label	ru	Пролапс матки	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Abnormality of the menstrual cycle	HP:0000140	rdfs:label	ru	Нарушения менструального цикла	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Amenorrhea	HP:0000141	rdfs:label	ru	Аменорея	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Abnormal vagina morphology	HP:0000142	rdfs:label	ru	Аномалии влагалища	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Rectovaginal fistula	HP:0000143	rdfs:label	ru	Ректовагинальный свищ	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Decreased fertility	HP:0000144	rdfs:label	ru	Снижение фертильности	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Transverse vaginal septum	HP:0000145	rdfs:label	ru	Поперечные перегородки влагалища	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Polycystic ovaries	HP:0000147	rdfs:label	ru	Поликистоз яичников	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Vaginal atresia	HP:0000148	rdfs:label	ru	Атрезия влагалища	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Ovarian gonadoblastoma	HP:0000149	rdfs:label	ru	Гонадобластомы яичников	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Gonadoblastoma	HP:0000150	rdfs:label	ru	Гонадобластома	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Aplasia of the uterus	HP:0000151	rdfs:label	ru	Аплазия матки	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Abnormality of head or neck	HP:0000152	rdfs:label	ru	Аномалии головы или шеи	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Abnormality of the mouth	HP:0000153	rdfs:label	ru	Аномалия рта	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Wide mouth	HP:0000154	rdfs:label	ru	Широкий рот	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Oral ulcer	HP:0000155	rdfs:label	ru	Язва полости рта	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Abnormality of the tongue	HP:0000157	rdfs:label	ru	Аномалии языка	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Macroglossia	HP:0000158	rdfs:label	ru	Макроглоссия	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Abnormal lip morphology	HP:0000159	rdfs:label	ru	Аномалия губ	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
en	Narrow mouth	HP:0000160	rdfs:label	ru	Маленький рот	OFFICIAL		DOMAIN_EXPERT	2018-02-01	Originally translated by Alex Raktiko and Artur Latypov on Crowdin
